物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
gragoo,灰雁 (Graylag Goose),Anser anser,"阿拉善那仁淖日湖 (Naran Nur Lake, Alxa)",2025-08-08 10:29,38.0209459,104.3881542,6,CN-15,S265758338
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"花海鸳鸯, 海北藏族自治州 CN-青海省 (37.6243,101.3624)",2025-08-08 16:30,37.624287,101.362376,9,CN-63,S265835493
gragoo,灰雁 (Graylag Goose),Anser anser,那拉提国家湿地公园 (Narat National Wetland Park),2025-08-09 07:14,43.516717,82.705485,70,CN-65,S265948545
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-09 09:59,40.0152176,116.3882601,14,CN-11,S265964147
gragoo,灰雁 (Graylag Goose),Anser anser,可鲁克湖 (Keluke Lake),2025-08-09 15:00,37.3182,96.9023,8,CN-63,S266001177
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,银滩湿地公园 (Yintan Wetland Park),2025-08-09 16:44,36.0853965,103.7099358,1,CN-62,S266210564
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,大柴旦翡翠湖景区大门外,2025-08-09 19:01,37.87177,95.269174,30,CN-63,S266036529
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Laguna cerca de Ruoergai,2025-08-09 20:46,33.980267,102.543838,2,CN-51,S266045011
gragoo,灰雁 (Graylag Goose),Anser anser,Laguna cerca de Ruoergai,2025-08-09 20:46,33.980267,102.543838,50,CN-51,S266045011
gragoo,灰雁 (Graylag Goose),Anser anser,官港森林公园 (Guangang Forest Park),2025-08-10 06:40,38.9387464,117.5236689,6,CN-12,S266332115
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-08-10 07:10,40.132575,116.2998359,10,CN-11,S266227124
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河湿地 (Fu River Wetlands),2025-08-10 08:10,30.7524508,114.1576218,6,CN-42,S266553180
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,海珠湖公园 (Haizhu Lake Park),2025-08-10 08:49,23.074086,113.3224565,3,CN-44,S266243453
gragoo,灰雁 (Graylag Goose),Anser anser,希里沟湖 (Lake Xiligou),2025-08-10 10:17,36.838594,98.462896,5,CN-63,S292271735
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Yellow River @ Huangcicun, Gan Su Sheng, CN (36,085, 103,331)",2025-08-10 12:51,36.0853019,103.3314082,17,CN-62,S268530293
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,普氏原羚小路 (Przewalski's Gazelle Path),2025-08-10 17:58,37.178161,100.474164,4,CN-63,S266356741
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北戴河--滩涂 (Beidaihe--Mudflats),2025-08-11 05:10,39.8390767,119.5166557,2,CN-13,S266697445
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园,2025-08-11 10:40,40.02522,116.3978,0,CN-11,S273247252
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园,2025-08-11 10:40,40.02522,116.3978,0,CN-11,S273247252
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-08-11 13:30,39.777136,116.4605969,50,CN-11,S266528337
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,泉吉乡观鱼台 (Quanji Fish-Viewing),2025-08-11 14:03,37.2722576,99.8995596,3,CN-63,S266512986
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-12 11:00,40.0152176,116.3882601,20,CN-11,S266717567
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-12 11:00,40.0152176,116.3882601,10,CN-11,S266717567
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,珠江公园 (Zhujiang Park),2025-08-12 15:10,23.1200747,113.3400249,4,CN-44,S266770776
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,布哈河桥 (Buha River Bridge),2025-08-12 16:00,37.041285,99.727993,3,CN-63,S266756845
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花湖 (Flower Lake),2025-08-12 16:00,33.9145052,102.8158266,4,CN-51,S266815630
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河观鸟台,2025-08-13 14:21,30.750411,114.154898,4,CN-42,S267093167
gragoo,灰雁 (Graylag Goose),Anser anser,"Ewenki, Hulun Buir CN-Nei Mongol Zizhiqu 48.92855, 119.30713",2025-08-13 15:07,48.928546,119.307129,4,CN-15,S266925127
gragoo,灰雁 (Graylag Goose),Anser anser,合肥野生动物园 (Hefei Wildlife Zoo),2025-08-13 15:30,31.8332101,117.1663611,2,CN-34,S267021696
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Ewenki, Hulun Buir CN-Nei Mongol Zizhiqu 48.82610, 119.22828",2025-08-13 16:07,48.826097,119.228279,5,CN-15,S266937825
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,青海湖断崖 (Lakeshore Cliff),2025-08-13 17:00,37.1979787,99.8329627,20,CN-63,S291133396
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,扎龙国家级自然保护区 (Zhalong NNR),2025-08-13 17:40,47.2009117,124.23813,1,CN-23,S305248961
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,希里沟湖 (Lake Xiligou),2025-08-14 07:22,36.838594,98.462896,4,CN-63,S267858665
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,隋唐城遗址植物园 (Sui-Tang City Ruins & Botanical Garden),2025-08-14 10:02,34.6357385,112.4444639,6,CN-41,S267093099
gragoo,灰雁 (Graylag Goose),Anser anser,"Old Barag, Hulun Buir CN-Nei Mongol Zizhiqu (49.2553,118.9401)",2025-08-14 14:10,49.255344,118.940081,17,CN-15,S267125384
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Old Barag, Hulun Buir CN-Nei Mongol Zizhiqu (49.2553,118.9401)",2025-08-14 14:10,49.255344,118.940081,100,CN-15,S267125384
gragoo,灰雁 (Graylag Goose),Anser anser,可鲁克湖 (Keluke Lake),2025-08-14 16:00,37.3182,96.9023,4,CN-63,S267130218
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,青海湖--鸟岛 (Qinghai Lake--Bird Island),2025-08-15 14:15,36.9788756,99.9005919,300,CN-63,S267863294
gragoo,灰雁 (Graylag Goose),Anser anser,"New Barag Youqi, Hulun Buir CN-Nei Mongol Zizhiqu 48.75119, 117.02299",2025-08-15 18:00,48.751188,117.022987,17,CN-15,S267357579
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"New Barag Youqi, Hulun Buir CN-Nei Mongol Zizhiqu 48.75119, 117.02299",2025-08-15 18:00,48.751188,117.022987,10,CN-15,S267357579
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-08-16 07:04,40.007867,116.3006421,0,CN-11,S267499953
gragoo,灰雁 (Graylag Goose),Anser anser,辉河湿地,2025-08-16 12:33,48.720123,118.785917,30,CN-15,S267504292
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,辉河湿地,2025-08-16 12:33,48.720123,118.785917,36,CN-15,S267504292
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-08-16 13:00,38.7358754,117.3537965,14,CN-12,S267606650
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-08-16 16:50,39.777136,116.4605969,0,CN-11,S267637743
gragoo,灰雁 (Graylag Goose),Anser anser,"Auto selected 40.84774, 121.51109",2025-08-16 17:19,40.847737,121.511086,1,CN-21,S267535774
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"Auto selected 40.84774, 121.51109",2025-08-16 17:19,40.847737,121.511086,1,CN-21,S267535774
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花海鸳鸯 (Huahai Yuanyang),2025-08-16 19:01,37.6242932,101.3627815,120,CN-63,S267559948
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-17 07:05,40.0173836,116.3938028,0,CN-11,S267723865
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-17 07:05,40.0173836,116.3938028,0,CN-11,S267723865
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-17 07:05,40.0173836,116.3938028,0,CN-11,S267723865
gragoo,灰雁 (Graylag Goose),Anser anser,"Ewenki, Hulun Buir CN-Nei Mongol Zizhiqu 48.82758, 119.33341",2025-08-17 17:41,48.827576,119.333413,0,CN-15,S267773747
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Ewenki, Hulun Buir CN-Nei Mongol Zizhiqu 48.82758, 119.33341",2025-08-17 17:41,48.827576,119.333413,4,CN-15,S267773747
gragoo,灰雁 (Graylag Goose),Anser anser,京什开萨尔村 (Jingshikaisa'er Village),2025-08-17 18:26,47.1888507,87.4919877,7,CN-65,S267781932
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,布哈河桥 (Buha River Bridge),2025-08-17 19:55,37.041285,99.727993,4,CN-63,S267813028
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,浐灞国家湿地公园 (Chan Ba National Wetland Park),2025-08-17 20:02,34.4226751,109.000855,30,CN-61,S271398584
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"环湖西路, 刚察县, 青海省 (37.07, 99.787)",2025-08-18 08:46,37.0696036,99.7868714,150,CN-63,S267974223
gragoo,灰雁 (Graylag Goose),Anser anser,乌伦古湖--东岸 (Ulungur Lake--East),2025-08-18 09:18,47.1988641,87.3611904,400,CN-65,S267979149
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北京动物园 (Beijing Zoo),2025-08-18 13:00,39.9408424,116.3336412,0,CN-11,S270407511
gragoo,灰雁 (Graylag Goose),Anser anser,"丽江黑龙潭公园 (Heilongtan Park, Lijiang)",2025-08-19 09:29,26.8888538,100.2353034,0,CN-53,S268172900
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-08-19 12:33,39.777136,116.4605969,0,CN-11,S268169425
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,东大滩水库 (Dongdatan Reservoir),2025-08-19 15:06,36.8658132,101.0330679,40,CN-63,S268190735
gragoo,灰雁 (Graylag Goose),Anser anser,东大滩水库 (Dongdatan Reservoir),2025-08-19 15:06,36.8658132,101.0330679,7,CN-63,S268190735
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"倒淌河镇, 海南藏族自治州 CN-青海省 36.36037, 100.80736",2025-08-20 11:41,36.360373,100.807365,50,CN-63,S268343659
gragoo,灰雁 (Graylag Goose),Anser anser,"倒淌河镇, 海南藏族自治州 CN-青海省 36.36037, 100.80736",2025-08-20 11:41,36.360373,100.807365,70,CN-63,S268343659
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-20 12:36,40.0173836,116.3938028,1,CN-11,S268359197
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-08-20 17:50,40.007867,116.3006421,1,CN-11,S284084015
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-08-20 17:50,40.007867,116.3006421,1,CN-11,S284084015
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,文成公主庙 (Temple of Princess Wencheng),2025-08-21 07:55,32.896983,97.07645,4,CN-63,S268511653
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-21 17:43,40.0152176,116.3882601,1,CN-11,S268541463
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-22 05:49,40.0152176,116.3882601,2,CN-11,S268677214
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-22 05:49,40.0152176,116.3882601,15,CN-11,S268677214
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-22 05:49,40.0152176,116.3882601,20,CN-11,S268677214
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,康巴诺尔国家湿地公园 (Kangba Nur National Wetland Park),2025-08-23 10:40,41.8322256,114.6061274,3,CN-13,S268894036
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-08-23 13:00,40.0180208,116.3833096,10,CN-11,S269828097
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"海南藏族自治州, 青海省, CN (36.65, 100.023)",2025-08-23 13:24,36.6495933,100.022615,4,CN-63,S268886895
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-08-23 16:10,40.132575,116.2998359,13,CN-11,S283131083
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园 (Olympic Forest Park),2025-08-24 06:48,40.0225917,116.3919748,5,CN-11,S269157508
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-08-24 11:00,31.5022878,121.9425813,0,CN-31,S286775708
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,在途-玛多至鄂拉山口 (on the way),2025-08-24 11:28,34.8845006,98.2294084,200,CN-63,S269121987
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙河水库 (Shahe Reservoir),2025-08-24 14:04,40.1312977,116.3079643,3,CN-11,S269161672
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-25 07:41,40.0152176,116.3882601,6,CN-11,S269369135
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-25 07:41,40.0152176,116.3882601,7,CN-11,S269369135
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,隆宝国家级自然保护区 (Longbao NNR),2025-08-25 09:30,33.1998989,96.5299215,300,CN-63,S269443092
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,日土县湿地,2025-08-25 10:57,33.238995,79.777097,100,CN-54,S269502653
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-25 13:58,40.0152176,116.3882601,6,CN-11,S269387665
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-26 15:30,40.0173836,116.3938028,5,CN-11,S269631151
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-26 15:30,40.0173836,116.3938028,9,CN-11,S269631151
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"玛旁雍措, 阿里地区 CN-西藏自治区 (30.7211,81.3703)",2025-08-26 19:48,30.721149,81.370339,50,CN-54,S270518863
gragoo,灰雁 (Graylag Goose),Anser anser,G217-胜利路湿地 (G217 & Shengli Rd Wetlands),2025-08-28 10:00,45.557195,84.954688,0,CN-65,S289163546
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,昌平新城滨河森林公园,2025-08-28 16:09,40.13182,116.299667,8,CN-11,S270125078
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,漓江桂林至阳朔段 (Guilin-Yangshuo Ferry on Li River),2025-08-28 17:37,24.9976027,110.4587321,0,CN-45,S269958446
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-08-29 12:00,40.132575,116.2998359,3,CN-11,S270104757
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-30 07:21,40.0173836,116.3938028,4,CN-11,S270279055
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-30 07:28,40.0173836,116.3938028,20,CN-11,S270283403
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,翠湖国家城市湿地公园,2025-08-30 09:00,40.10989,116.19364,0,CN-11,S309700925
gragoo,灰雁 (Graylag Goose),Anser anser,辉河湿地 (Huihe Wetlands),2025-08-30 11:39,48.9271604,119.6892634,50,CN-15,S270385341
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,辉河湿地 (Huihe Wetlands),2025-08-30 11:39,48.9271604,119.6892634,10,CN-15,S270385341
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-08-30 14:10,37.7590434,118.9921687,8,CN-37,S270310628
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-08-30 14:10,37.7590434,118.9921687,15,CN-37,S270310628
gragoo,灰雁 (Graylag Goose),Anser anser,"S232, A Le Tai Di Qu, Xin Jiang Wei Wu Er Zi Zhi Qu, CN (47.889, 86.859)",2025-08-30 18:50,47.8889869,86.8587382,20,CN-65,S270610856
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-08-31 07:20,40.0152176,116.3882601,1,CN-11,S270533444
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-08-31 08:00,38.7358754,117.3537965,20,CN-12,S270608274
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,花海鸳鸯 (Huahai Yuanyang),2025-08-31 11:27,37.6242932,101.3627815,1,CN-63,S297817132
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"白沙湖 (White Sand Lake, Tashkorgan)",2025-08-31 12:28,38.729647,75.018005,1,CN-65,S270583873
gragoo,灰雁 (Graylag Goose),Anser anser,华侨城湿地 (OCT Wetlands),2025-08-31 16:32,22.5302811,113.9840856,1,CN-44,S270539978
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-08-31 16:41,40.0173836,116.3938028,1,CN-11,S270555946
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-09-01 16:44,40.0180208,116.3833096,1,CN-11,S270804621
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-09-01 16:44,40.0180208,116.3833096,0,CN-11,S270804621
gragoo,灰雁 (Graylag Goose),Anser anser,"阿巴嘎旗天鹅湖 (Swan Lake, Abag Banner)",2025-09-03 18:59,44.0105678,114.9193234,0,CN-15,S313193327
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"阿巴嘎旗天鹅湖 (Swan Lake, Abag Banner)",2025-09-03 18:59,44.0105678,114.9193234,0,CN-15,S313193327
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"阿巴嘎旗天鹅湖 (Swan Lake, Abag Banner)",2025-09-03 18:59,44.0105678,114.9193234,0,CN-15,S313193327
gragoo,灰雁 (Graylag Goose),Anser anser,大九湖景区 (Great Nine Lakes Scenic Area),2025-09-06,31.484489,110.009089,10,CN-42,S272853402
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大九湖景区 (Great Nine Lakes Scenic Area),2025-09-06,31.484489,110.009089,10,CN-42,S272853402
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-09-06 09:13,40.0173836,116.3938028,1,CN-11,S271685707
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-09-06 09:13,40.0173836,116.3938028,1,CN-11,S271685707
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-09-06 10:42,39.777136,116.4605969,35,CN-11,S272980190
gragoo,灰雁 (Graylag Goose),Anser anser,呼日查干淖尔 (Hur Chagan Nur),2025-09-06 11:16,43.4159177,114.8847967,80,CN-15,S271696997
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,呼日查干淖尔 (Hur Chagan Nur),2025-09-06 11:16,43.4159177,114.8847967,5,CN-15,S271696997
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库西门,2025-09-06 14:10,38.80449,117.327632,5,CN-12,S271723645
gragoo,灰雁 (Graylag Goose),Anser anser,北京动物园 (Beijing Zoo),2025-09-07 16:44,39.9408424,116.3336412,2,CN-11,S272686734
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,瘦西湖 (Slender West Lake),2025-09-08 14:14,32.4071213,119.4241977,2,CN-32,S272175468
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-09-08 16:00,40.0173836,116.3938028,3,CN-11,S286941414
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-09-08 16:00,40.0173836,116.3938028,8,CN-11,S286941414
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-09-08 16:00,40.0173836,116.3938028,6,CN-11,S286941414
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"332 National Road, Hulun Buir CN-Nei Mongol Zizhiqu (49.6981,119.8298)",2025-09-08 16:11,49.698107,119.829822,4,CN-15,S272187685
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,电子科技大学清水河校区 (University of Electronic Science and Technology of China),2025-09-08 19:00,30.749533,103.930662,0,CN-51,S290990498
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"Zhidoi, Yushu CN-Qinghai 33.74607, 95.31327",2025-09-09 09:17,33.746067,95.313266,1,CN-63,S272353393
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沈水湾公园 (Shenshuiwan Park),2025-09-10 10:39,41.7475548,123.4259165,10,CN-21,S272512399
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"Zhidoi, Yushu CN-Qinghai 33.74607, 95.31327",2025-09-10 13:59,33.746067,95.313266,1,CN-63,S272525173
gragoo,灰雁 (Graylag Goose),Anser anser,乐活中堤 (Lehuo Zhongdi),2025-09-10 16:33,39.8074826,116.2394272,4,CN-11,S272543019
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,京西稻智慧农场 (Jingxi Rice Smart Farm),2025-09-11 06:14,40.0956851,116.1951611,0,CN-11,S272671273
gragoo,灰雁 (Graylag Goose),Anser anser,"Bei Jing Shi, CN (40.088, 116.197)",2025-09-12 06:31,40.0879329,116.1974351,0,CN-11,S272843373
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,夹河子水库 (Jiahezi Reservoir),2025-09-12 08:00,44.4378435,86.1425793,2,CN-65,S272900179
